2,28,1614,10294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,2,110,2185,1803,203,57,1,0,30,615,12,10646,0,0,0,0,0,0,0,0,
4,1922,192,536,248,0,639,125,11,80,0,639,456,227,109,76,264,125,4,1384,0,
4,23,1987,0,3712,78,16,41,1529,3712,41,5,200,19,43,464,0,0,0,0,0,
4,59,4724,0,0,15,103,4724,76,26,339,0,83,2,0,0,0,0,0,0,0,
4,20,941,112,766,8,1100,35,941,112,255,0,154,3,45,14,18,0,0,0,0,
2,20,1,9824,290,5,272,14,4,1252,11787,8,400,0,0,0,0,0,0,0,0,
0,1,2,466,510,4019,0,12,21,18,8,2693,41,147,2693,23,19,2693,6,0,0,
4,178,13,332,4979,332,178,332,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,95,156,105,1,47,4430,9,24,24,0,0,0,0,0,0,0,0,0,0,0,
4,0,1296,305,45,77,216,3333,45,547,540,5186,3871,6472,0,305,426,0,0,0,0,
2,174,21,50,4904,509,132,21,0,19,32,32,655,602,5,509,219,0,0,0,0,
3,67,1598,2120,64,3657,6,140,1237,64,161,1708,324,161,5,0,0,0,0,0,0,
4,84,29,13110,223,5,492,35,34,12655,84,29,13110,223,5,492,35,17,52,36,1081,
2,2058,2680,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,2220,20,1288,80,1376,1221,668,350,80,48,713,212,33,3,552,0,0,0,0,0,
0,5248,857,2960,499,223,3,11896,485,5216,0,12514,1264,995,0,735,0,0,0,0,0,
4,47,1567,331,1,81,331,890,87,847,331,76,1567,405,257,1134,0,0,0,0,0,
3,77,494,1923,25,5938,69,57,0,3367,0,0,0,0,0,0,0,0,0,0,0,
0,684,94,885,22,34,0,656,10,0,0,0,0,0,0,0,0,0,0,0,0,
1,472,1,158,30,607,377,0,166,30,3,38,4316,5181,6,0,0,0,0,0,0,
0,94,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,1,142,80,1050,142,218,405,80,57,32,4,117,91,257,142,218,8834,0,0,0,
2,1,122,648,418,27,6,1,418,5212,30,898,3,1,16,648,109,27,0,0,0,
1,127,92,108,37,149,248,84,92,0,0,0,0,0,0,0,0,0,0,0,0,
0,449,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1990,269,96,4,46,0,6,140,64,1493,4,131,167,0,646,0,0,0,0,0,
0,938,27,0,2,5,175,81,1852,0,1009,2,47,0,28,2458,0,0,0,0,0,
4,11,617,417,0,7472,28,102,5285,1609,11,617,417,8515,0,0,0,0,0,0,0,
1,28,1201,139,7,923,96,215,0,471,1107,10,11,186,14,101,0,0,0,0,0,
4,13,512,78,0,1804,41,74,1,346,25,4588,19,153,1,4642,11,1546,0,0,0,
3,861,13953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,1250,0,659,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,1382,9288,388,384,8,76,517,9,80,44,58,9,31,177,101,1743,9,0,0,0,
2,118,0,612,0,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,20,724,658,12,19,5593,158,14,31,655,724,0,0,0,0,0,0,0,0,0,
3,4,8602,252,0,46,861,198,732,13674,167,147,30,9824,1037,5,803,14,0,0,0,
3,3502,23,17,41,1949,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,107,5,61,17,135,33,1843,214,14,4,5,107,5,61,17,135,33,7608,0,0,
0,18,475,561,256,88,9,1,23,12,21,122,8,176,9,0,0,0,0,0,0,
3,5454,1,0,203,354,37,45,157,1,1085,165,0,0,0,0,0,0,0,0,0,
1,1849,389,0,1105,2282,8,49,151,46,1849,389,1105,2282,1155,284,0,0,0,0,0,
4,357,28,10671,893,357,102,33,7374,187,57,22,5,6024,0,0,0,0,0,0,0,
4,8855,27,4,438,0,6,86,2279,0,1951,332,1483,0,0,0,0,0,0,0,0,
4,1050,323,406,0,1050,3,323,946,342,3,51,76,0,0,0,0,0,0,0,0,
0,749,364,2464,7,2825,27,0,1687,315,0,260,2046,0,0,0,0,0,0,0,0,
3,712,6638,1210,944,1891,322,727,3,912,886,5915,1374,227,0,0,0,0,0,0,0,
4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,64,80,60,4,817,353,12,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,149,189,70,24,54,24,1,1164,334,7,1387,46,0,13510,149,189,70,791,393,24,
0,309,348,1648,1135,159,4657,9660,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1380,2,74,1,2,1014,69,265,29,731,164,2270,69,29,941,164,0,0,0,0,
4,8,22,5,124,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,2918,391,494,295,68,1232,7,205,215,36,57,123,0,391,12,21,8,31,0,0,
1,48,117,17,5807,6,4860,481,1241,63,66,623,30,0,0,0,0,0,0,0,0,
4,118,79,626,47,130,9,9777,1,266,2,0,0,0,0,0,0,0,0,0,0,
4,917,230,782,0,10799,14,484,5,187,4,5,10,720,146,68,0,0,0,0,0,
2,20,158,653,745,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,7,255,323,297,6455,0,61,17,97,4242,396,0,1869,9,255,7,6455,323,0,61,
1,336,500,52,75,70,128,258,5,15,54,0,0,0,0,0,0,0,0,0,0,
0,23,4,162,4355,96,18,13,0,329,2,5,0,0,0,0,0,0,0,0,0,
4,1,0,1295,404,12,2072,9,766,3,48,408,33,13592,3,117,13204,13373,10850,12,223,
2,157,1,36,1175,1,2689,308,551,1529,11203,90,73,12,710,34,17,172,0,0,0,
0,12700,72,1059,2489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,34,4,833,419,0,2959,419,2,808,42,901,0,833,336,4,64,0,0,0,0,
0,22,12253,7,4691,1276,358,2810,0,13365,915,345,0,0,0,0,0,0,0,0,0,
4,860,137,98,860,839,87,141,3662,0,13,2721,0,781,644,18,0,0,0,0,0,
2,1,16,21,2085,0,7,55,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,8347,60,198,28,4635,2815,105,8347,60,198,919,811,0,1184,0,0,0,0,0,0,
0,5,1271,22,7,5,2107,44,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,669,595,234,24,24,24,2454,121,0,15,3,2454,121,0,0,0,0,0,0,0,
0,2,28,12354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,49,960,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,34,146,2378,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,2897,78,5245,252,733,8,752,242,1,11560,154,0,733,512,0,0,0,0,0,0,
0,47,111,918,405,249,35,4,5,353,6,878,2,1428,0,0,220,111,230,0,0,
1,8860,7,74,26,870,10,1,11,10000,14,482,65,16,26,70,2494,870,13,0,0,
0,309,0,93,470,0,526,44,67,17,184,11320,44,74,0,0,0,0,0,0,0,
3,12287,382,1891,185,33,280,41,142,0,0,0,0,0,0,0,0,0,0,0,0,
2,3604,2,25,537,6433,2731,153,3185,2692,2606,479,0,0,0,0,0,0,0,0,0,
1,458,47,1201,13519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,957,958,7,55,4137,777,9,7,55,4137,777,9,0,0,0,0,0,0,0,0,
3,2386,90,7,3167,504,951,60,84,1268,619,322,655,0,0,0,0,0,0,0,0,
1,1,0,1253,2512,117,12,588,135,145,115,77,135,2340,0,0,0,0,0,0,0,
1,99,649,373,5,380,649,992,12,253,12,3016,39,5,0,0,0,0,0,0,0,
1,2230,0,3751,113,239,5543,6,1232,190,32,1,0,0,0,0,0,0,0,0,0,
1,49,521,0,15,1,141,3,25,47,49,35,54,0,0,0,0,0,0,0,0,
0,259,555,1502,0,1828,11,14332,2814,0,568,19,550,5,4521,2,26,0,0,0,0,
4,4117,255,3153,9,1,16,26,8901,30,867,3,23,33,3,230,0,0,0,0,0,
1,45,10,13,650,5584,322,715,2,110,9,0,0,0,0,0,0,0,0,0,0,
4,20,1,0,539,331,3204,1,0,539,331,3204,0,0,0,0,0,0,0,0,0,
4,13,336,3842,753,3541,1,104,16,1194,36,848,30,0,0,0,0,0,0,0,0,
4,4031,426,148,450,1406,1120,22,767,370,0,0,0,0,0,0,0,0,0,0,0,
4,11749,0,407,15,1,111,152,91,75,3,131,407,1595,90,484,9874,262,0,0,0,
2,36,29,0,50,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,7641,103,1036,25,8527,1,648,67,25,0,0,0,0,0,0,0,0,0,0,0,
3,2905,85,2130,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,37,961,2218,1264,44,284,754,762,0,171,6652,0,0,0,0,0,0,0,0,0,
4,2,950,22,0,59,0,15,48,2,179,23,1,51,22,0,0,0,0,0,0,
4,59,1945,140,5535,1454,579,78,644,2024,662,10785,786,1945,14,130,257,0,0,0,0,
0,2934,2218,2,2502,810,0,4582,1081,13393,2934,2218,2,2502,810,0,1732,2218,7826,0,0,
2,3805,55,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,46,0,212,4029,2,6978,33,6978,4029,992,649,35,0,0,0,0,0,0,0,0,
2,1400,1016,7,1938,27,1036,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,13,156,266,536,6314,530,96,0,1199,2,2635,0,291,102,0,0,0,0,0,0,
1,0,1009,7,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,202,3090,66,458,1556,623,337,66,13,2,877,6,171,28,0,0,0,0,0,0,
4,4827,2875,57,0,604,4827,284,14060,275,2,40,3,5596,9102,223,5,13614,0,0,0,
4,1671,229,64,4377,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,284,705,1035,1797,6,10,1094,1406,4765,0,0,0,0,0,0,0,0,0,0,0,
2,28,1075,723,623,0,7,5,1358,723,623,14,4,6,638,0,0,0,0,0,0,
3,82,6335,0,46,8163,849,0,1141,30,31,989,6335,2,167,0,6,1,0,0,0,
0,510,962,0,397,113,1958,267,0,1206,598,11,13701,7698,0,0,0,0,0,0,0,
2,4,53,13276,0,272,2,267,0,62,2320,131,114,321,1,925,5,0,0,0,0,
3,34,4,5487,0,185,13684,54,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,64,40,106,1110,495,784,5165,997,426,2922,0,0,0,0,0,0,0,0,0,0,
1,1197,12,1028,38,11328,899,2281,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,128,444,58,923,27,60,84,399,4,444,0,0,0,0,0,0,0,0,0,
4,31,91,0,121,98,8,360,9,118,79,31,91,0,121,98,8,360,9,0,0,
0,309,8796,169,523,2758,2,14116,27,0,6420,0,0,0,0,0,0,0,0,0,0,
0,2,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,59,13,4,274,516,105,6,713,258,5,902,0,0,0,0,0,0,0,0,0,
2,1284,259,113,5,1988,1121,259,5177,125,4,0,0,0,0,0,0,0,0,0,0,
1,1,0,155,12087,173,245,30,77,279,212,6,1,115,476,65,155,173,245,538,30,
1,49,10454,0,7472,9,1,2,1116,1313,1555,0,0,0,0,0,0,0,0,0,0,
4,887,15,42,16,41,786,887,976,1785,262,1745,76,1017,12,21,280,0,0,0,0,
3,1453,44,0,31,2947,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,251,75,576,28,251,1,76,43,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,26,126,1,2,13247,0,3,13490,251,1,3311,4257,27,3,63,1330,287,0,0,
0,1123,1023,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,141,7,0,922,8929,2283,31,177,194,9,0,0,0,0,0,0,0,0,0,0,
3,1792,10014,2,968,4357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,3796,4,84,50,6,1,107,188,29,3,41,92,211,1,0,0,0,0,0,0,
4,5,200,9,1232,1093,3,36,78,0,109,7,5,0,200,168,2,5,9,0,0,
1,8240,286,92,19,49,10523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,6369,80,396,1177,87,113,500,3512,0,439,6900,112,84,1274,23,0,0,0,0,0,
4,1913,3334,878,1170,1,75,1092,83,32,1913,3334,0,878,598,2,0,0,0,0,0,
3,298,399,5054,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,20,899,404,8103,30,686,35,1,291,39,218,456,120,57,899,147,2,514,0,0,
3,4117,122,13,67,4,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,1,16,21,5537,438,12,603,13232,0,1079,2,5,0,0,0,0,0,0,0,0,
2,16,43,73,12,21,122,27,74,10,10308,696,3,1385,144,0,117,243,0,0,0,
2,13,93,529,0,33,8,408,93,529,0,685,0,0,0,0,0,0,0,0,0,
3,157,1,114,137,25,59,25,46,0,15,156,2528,3954,0,0,0,0,0,0,0,
4,13,96,0,96,0,83,44,102,33,0,10222,2,26,5,22,0,0,0,0,0,
2,59,7201,118,5974,0,1103,411,12245,0,0,0,0,0,0,0,0,0,0,0,0,
3,59,13080,0,13153,15,24,24,24,13,0,468,99,287,11,0,0,0,0,0,0,
1,6987,8,49,13216,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,95,5146,11,1060,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,1108,1109,1606,6,447,32,1108,1109,7,458,11856,4004,87,30,56,5,0,0,0,0,
2,4445,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,1,2,3111,536,4,1393,3,90,1,119,607,1,0,1177,8,76,3,24,1,0,
3,1841,4,3531,185,180,1507,199,1731,14,75,3,2145,0,0,0,0,0,0,0,0,
2,2318,14265,255,742,337,293,38,351,41,2318,335,71,105,615,0,0,0,0,0,0,
3,34,77,961,412,316,1603,412,73,3,5588,56,11262,655,659,0,0,0,0,0,0,
2,125,19,5108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,62,1,244,0,202,914,0,242,13878,626,447,17,3308,0,509,2967,1,244,76,193,
3,6428,0,114,250,13537,978,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,887,602,0,260,2,485,5,1388,0,0,0,0,0,0,0,0,0,0,0,0,
4,1,0,112,3,2,514,2,24,720,11,191,160,77,6,82,14,12221,126,24,24,
0,8659,624,416,2693,683,2,192,2693,132,2693,8976,0,0,0,0,0,0,0,0,0,
0,1493,885,4991,885,365,0,885,227,248,365,0,376,0,0,0,0,0,0,0,0,
2,1,0,254,20,215,1458,250,0,254,1815,57,10,1774,1,1667,0,87,0,0,0,
4,45,149,493,68,2497,860,6249,941,4252,3332,967,2151,781,370,0,0,0,0,0,0,
0,13894,81,806,5186,13894,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,390,284,1459,9144,2,110,1,182,390,30,1459,9144,610,573,2,8,3,0,0,0,
2,1089,0,4182,306,636,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,615,1069,905,105,117,1,984,0,1069,905,1385,105,0,2,110,35,99,1,779,2510,
0,140,2,8240,46,311,17,7,64,2829,6,0,0,0,0,0,0,0,0,0,0,
1,4198,900,281,1276,9817,1574,39,5,0,0,0,0,0,0,0,0,0,0,0,0,
1,466,671,14214,1553,298,1294,23,107,931,48,56,26,5470,211,13,0,0,0,0,0,
2,74,355,1227,0,1290,10757,71,1028,35,10308,923,3,138,12,21,1498,0,111,0,0,
1,3107,27,122,545,116,3,1467,692,29,3,351,135,1734,12,1028,1936,616,622,0,0,
3,23,41,18,224,5,272,113,224,2163,6,0,0,0,0,0,0,0,0,0,0,
2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,53,7,5773,44,71,1593,9802,1,3381,1121,1730,1460,145,0,0,0,0,0,0,0,
4,2718,250,494,1293,179,24,24,0,436,2,0,247,3080,781,197,40,0,0,0,0,
1,22,190,172,562,1,11,737,7743,616,585,90,3622,7,547,22,5,1948,0,0,0,
4,84,15,1279,9,2235,435,9,1279,9,1,3,0,0,0,0,0,0,0,0,0,
2,3716,106,38,134,2008,3716,6644,52,1,32,1,3716,0,0,0,0,0,0,0,0,
0,0,988,4,40,355,9,82,346,470,832,35,988,0,0,0,0,0,0,0,0,
0,4,4801,863,4455,4801,0,14206,14,2116,450,1721,339,64,4801,0,296,0,0,0,0,
3,4,34,21,1713,1547,0,368,4,34,21,11,2760,0,833,1713,0,0,0,0,0,
4,1,0,489,112,52,3,38,324,32,1,335,112,434,3,161,1,160,43,0,0,
0,364,1114,614,485,1709,0,553,12082,915,637,492,7,133,0,0,0,0,0,0,0,
2,72,4125,71,10,1,16,2882,70,168,4125,0,193,71,10,231,0,0,0,0,0,
4,13,2248,1973,7,18,5,120,661,283,7,74,102,24,0,0,0,0,0,0,0,
1,14213,60,9120,201,86,2679,14213,60,3602,0,9120,0,3340,11,0,0,0,0,0,0,
4,357,0,168,296,2625,2,8,493,0,9,2710,766,0,61,22,3633,0,191,0,0,
4,1,993,323,14,570,642,110,2122,172,1,54,747,5161,331,0,0,0,0,0,0,
2,13,29,112,2,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1416,961,84,4528,156,499,10,4,25,15,16,118,45,25,114,172,1,0,0,0,
4,527,2272,113,40,1058,113,40,11580,0,0,0,0,0,0,0,0,0,0,0,0,
4,365,1744,0,15,306,75,62,1,41,41,5732,3,36,1744,165,161,0,0,0,0,
4,47,358,14326,1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,20,23,30,2762,57,51,979,0,46,58,131,9,0,0,0,0,0,0,0,0,
4,864,864,0,2117,2,5,402,25,0,11,25,4,166,2531,0,2900,0,0,0,0,
3,23,0,203,14,1716,664,0,8373,67,1716,0,8373,58,0,0,0,0,0,0,0,
2,225,10041,20,1155,1196,3963,1253,573,0,0,0,0,0,0,0,0,0,0,0,0,
0,94,4526,23,8412,3,6,1,2,666,3056,5517,1,16,1559,0,0,0,0,0,0,
0,5,369,68,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,103,67,27,8,734,27,696,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,2603,952,5924,2603,952,988,2,5,175,0,0,0,0,0,0,0,0,0,0,0,
1,2172,81,2651,4,513,6,227,169,0,0,0,0,0,0,0,0,0,0,0,0,
1,1319,139,110,1,0,1319,139,231,291,14,0,136,540,0,0,0,0,0,0,0,
2,916,18,40,0,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,34,4,14146,3152,13535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,50,0,1595,2,104,0,58,176,0,126,0,0,0,0,0,0,0,0,0,0,
4,13,4322,0,492,72,89,140,2352,58,7778,10,0,0,0,0,0,0,0,0,0,
4,20,56,1889,35,20,30,76,1889,35,195,0,0,0,0,0,0,0,0,0,0,
3,11863,239,6,1681,4,990,11863,11,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,11645,3,550,3,131,3375,38,1,11645,3,550,3,131,2796,242,76,2251,0,0,
4,839,1616,6996,1061,25,4020,1398,78,3712,11942,1427,10428,538,0,4,0,0,0,0,0,
4,8,150,1,385,12,1,91,9,893,0,0,0,0,0,0,0,0,0,0,0,
0,3146,12,510,1451,510,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,149,75,1,0,108,6170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,282,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,1,128,7615,0,1227,1390,4096,235,81,923,0,1471,315,0,0,0,0,0,0,0,
0,7,127,17,444,2453,736,0,4,53,236,0,0,0,0,0,0,0,0,0,0,
0,45,157,1,26,1686,18,3060,44,1388,0,85,9478,0,88,2,0,0,0,0,0,
2,242,77,562,179,151,50,354,36,29,3,90,1,0,1353,58,339,7894,110,90,0,
1,650,363,65,284,139,301,2,588,4911,2,10488,105,0,0,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,14,2,1021,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,903,18,5,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,0,15,151,0,2,1916,1614,3,13274,0,487,71,6828,1596,7591,44,196,0,0,0,
2,0,2,6,4,1730,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,311,1801,4486,426,412,472,1,311,115,3,90,7,64,1801,658,30,4486,0,0,0,
1,20,1163,339,4990,4,1849,35,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,372,348,1422,575,44,85,66,4,36,453,1838,0,0,0,0,0,0,0,0,0,
1,20,3993,4567,3139,0,390,649,4029,7,992,873,63,0,0,0,0,0,0,0,0,
1,49,7595,8831,0,88,1498,85,1853,0,0,0,0,0,0,0,0,0,0,0,0,
1,932,3391,2930,6168,3207,47,49,2,89,0,213,6,0,0,0,0,0,0,0,0,
1,9413,33,1380,3,13,9132,57,2098,432,2228,33,280,0,0,0,0,0,0,0,0,
1,2,5026,6,1494,2,29,164,29,29,112,119,466,22,1380,2034,0,0,0,0,0,
3,1,48,77,1735,11035,1799,2133,347,4,241,6,0,0,0,0,0,0,0,0,0,
1,450,65,1047,3003,166,1058,261,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,251,1225,234,0,134,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,20,31,56,1156,57,238,152,4207,1125,31,56,1156,18,0,0,0,0,0,0,0,
0,8,790,2,0,1,100,1168,12,0,0,0,0,0,0,0,0,0,0,0,0,
3,2,1163,85,12825,0,5,1681,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,661,4,643,231,51,167,2,10,58,108,10,0,0,0,0,0,0,0,0,0,
1,75,480,1727,337,2,7,182,34,48,2576,479,4,13139,7,1775,22,0,0,0,0,
0,2,3883,58,2902,95,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,7,74,93,12407,33,8,408,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,525,55,17,1614,288,6269,10,0,52,7725,541,30,272,0,0,0,0,0,0,0,
2,50,113,258,5,50,367,7339,92,1702,0,274,3164,5007,0,0,0,0,0,0,0,
3,1,16,1,18,1893,3,709,276,321,423,276,1,2,455,232,7065,64,2351,3,1967,
0,2680,1614,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,13,1150,362,2639,4,53,12,1608,275,40,106,14,2,0,0,0,0,0,0,0,
1,1,964,63,23,30,4,3118,0,135,2,0,0,0,0,0,0,0,0,0,0,
0,0,329,2,5,140,19,56,6,0,0,0,0,0,0,0,0,0,0,0,0,
3,13,3269,5020,24,23,0,136,3,6,67,177,1323,179,0,0,0,0,0,0,0,
2,33,127,8,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,6007,7274,5540,1276,485,0,1683,246,0,0,0,0,0,0,0,0,0,0,0,0,
2,451,18,22,4849,0,6,22,158,0,1189,6,1,0,0,0,0,0,0,0,0,
0,2237,613,160,249,3412,0,116,269,44,4,74,0,0,0,0,0,0,0,0,0,
1,50,2410,36,29,50,1697,2410,992,211,10404,252,9994,218,0,0,0,0,0,0,0,
0,30,25,178,15,11,517,132,2147,0,0,0,0,0,0,0,0,0,0,0,0,
3,2568,105,8593,3910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,4634,57,102,3,3390,97,890,331,142,3,1375,1882,4345,0,0,0,0,0,0,0,
4,13,1,43,0,356,246,388,8,657,257,0,0,0,0,0,0,0,0,0,0,
2,4105,306,360,5307,10,6,1,144,225,4105,145,221,1372,199,42,0,0,0,0,0,
2,40,106,9,321,970,0,699,592,17,1056,261,0,4,0,0,0,0,0,0,0,
4,0,15,75,3272,876,378,0,179,0,191,1,51,1022,0,977,0,0,0,0,0,
0,95,9914,159,750,3902,159,750,95,159,750,0,0,0,0,0,0,0,0,0,0,
4,2063,7117,8,0,1427,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,1692,635,0,114,6,301,413,267,0,329,35,0,0,0,0,0,0,0,0,0,
3,24,24,24,251,3021,2249,24,42,2830,1078,4,0,0,0,0,0,0,0,0,0,
1,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,5,161,615,140,0,414,5,35,195,2,8,590,0,0,0,0,0,0,0,0,
0,7,96,283,1709,13601,0,6752,11,9276,283,0,0,0,0,0,0,0,0,0,0,
